schema,actor,scenario,targetFps,frame,elapsedSeconds,deltaTime,animatorStateHash,animatorNormalizedTime,animatorInTransition,animatorPrimaryClip,leftGaitPhase01,rightGaitPhase01,leftRawX,leftRawY,leftRawZ,rightRawX,rightRawY,rightRawZ,leftRawNormalX,leftRawNormalY,leftRawNormalZ,rightRawNormalX,rightRawNormalY,rightRawNormalZ,leftFilteredX,leftFilteredY,leftFilteredZ,rightFilteredX,rightFilteredY,rightFilteredZ,leftSupportId,rightSupportId,leftSupportGeneration,rightSupportGeneration,leftAnchorX,leftAnchorY,leftAnchorZ,rightAnchorX,rightAnchorY,rightAnchorZ,leftActualLocalX,leftActualLocalY,leftActualLocalZ,rightActualLocalX,rightActualLocalY,rightActualLocalZ,leftActualX,leftActualY,leftActualZ,rightActualX,rightActualY,rightActualZ,leftIkWeight,rightIkWeight,leftLocked,rightLocked,leftReason,rightReason,pelvisOffset,leftKneeAngle,rightKneeAngle,leftAnkleAngle,rightAnkleAngle,leftGap,rightGap,leftFootStep60Hz,rightFootStep60Hz,leftKneeStep60Hz,rightKneeStep60Hz,leftAnkleStep60Hz,rightAnkleStep60Hz,pelvisStep60Hz,discontinuity,allowedTransition,allowedTransitionState,locomoting,pivoting,surfing,footPolicy
animation-contact-v1,player,start-idle-flat,30,5,0.166667,0.033333,-1269438207,28.000000,0,XBot Walk Neutral,0.000000,0.500000,-0.197491,56.412970,-0.145014,0.310649,57.018800,0.029526,-0.041233,0.999141,-0.004026,-0.188304,0.260020,-0.947065,-0.202991,56.447770,-0.146024,0.301932,57.027050,-0.003101,1785933915,4360978,1,1,1.160407,0.246910,0.579141,-0.038578,0.141169,-0.190704,1.154371,0.247909,1.021999,-0.005594,-0.121970,-0.089370,-0.196954,56.890630,-0.145026,0.310342,56.745160,0.029540,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.652000,163.769700,128.449700,91.160730,NaN,NaN,0.000002,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,5,0.166667,0.033333,-1269438207,6.206752,0,Walking Backwards,0.206752,0.706752,0.102158,54.317870,6.010440,-0.334063,54.229060,5.790957,-0.002248,0.994260,0.106970,-0.002248,0.994260,0.106970,0.103055,54.320630,5.950339,-0.330854,54.226560,5.782749,0,0,0,0,0.103055,54.320630,5.950339,-0.330854,54.226560,5.782749,0.102158,54.317870,6.010440,-0.334063,54.229060,5.790957,0.102158,54.317870,6.010440,-0.334063,54.229060,5.790957,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.953000,162.327900,127.837200,91.016300,NaN,NaN,0.005891,0.006359,0.000000,0.000000,0.332791,0.555671,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,6,0.200000,0.033333,-1269438207,28.969750,0,XBot Walk Neutral,0.969746,0.469746,-0.193879,56.413120,-0.144011,0.314245,57.017810,0.030172,-0.041233,0.999141,-0.004026,-0.181675,0.262426,-0.947696,-0.199478,56.447920,-0.145196,0.305808,57.027240,-0.002530,1785933915,4360978,1,1,1.156895,0.247739,0.579289,-0.036802,0.141310,-0.191127,1.150723,0.248919,1.021534,-0.003033,-0.122390,-0.089054,-0.193306,56.890160,-0.144016,0.313917,56.744460,0.030181,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.615800,163.774800,128.450100,91.167720,NaN,NaN,0.000057,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,6,0.200000,0.033333,-1269438207,6.362133,0,Walking Backwards,0.362133,0.862133,0.095677,54.318960,6.015728,-0.336336,54.229400,5.801867,-0.002259,0.994195,0.107568,-0.002259,0.994195,0.107568,0.100294,54.319670,5.985977,-0.333303,54.228070,5.791345,0,0,0,0,0.100294,54.319670,5.985977,-0.333303,54.228070,5.791345,0.095677,54.318960,6.015728,-0.336336,54.229400,5.801867,0.095677,54.318960,6.015728,-0.336336,54.229400,5.801867,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.108300,164.044900,124.061700,87.994220,NaN,NaN,0.005515,0.003930,0.000000,0.000000,1.890516,1.598264,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,7,0.233333,0.033333,-1269438207,29.884090,0,XBot Walk Neutral,0.884092,0.384092,-0.190166,56.413280,-0.142743,0.317867,57.016700,0.030663,-0.041233,0.999141,-0.004026,-0.175318,0.264572,-0.948296,-0.195874,56.448070,-0.144182,0.309702,57.026840,-0.002050,1785933915,4360978,1,1,1.153291,0.248753,0.579442,-0.034999,0.140913,-0.191396,1.146974,0.250196,1.021313,-0.000468,-0.122776,-0.088839,-0.189557,56.889940,-0.142739,0.317518,56.743800,0.030668,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.536300,163.787200,128.451000,91.182000,NaN,NaN,0.000119,0.000077,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,7,0.233333,0.033333,-1269438207,6.515857,0,Walking Backwards,0.515857,0.015857,0.093914,54.317820,6.022990,-0.336498,54.230740,5.874551,-0.002270,0.994130,0.108171,-0.002270,0.994130,0.108171,0.097188,54.318860,6.006213,-0.335065,54.229310,5.821761,0,0,0,0,0.097188,54.318860,6.006213,-0.335065,54.229310,5.821761,0.093914,54.317820,6.022990,-0.336499,54.230740,5.874551,0.093914,54.317820,6.022990,-0.336499,54.230740,5.874551,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.831900,161.904100,124.080800,92.404790,NaN,NaN,0.004917,0.011314,0.000000,0.000000,0.000000,2.225719,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,8,0.266667,0.033333,-1269438207,30.744860,0,XBot Walk Neutral,0.744856,0.244856,-0.186271,56.413450,-0.141513,0.321668,57.018880,0.031291,-0.041233,0.999141,-0.004026,-0.161855,0.264955,-0.950580,-0.192147,56.448230,-0.143040,0.313749,57.027140,-0.001604,1785933915,4360978,1,1,1.149564,0.249895,0.579600,-0.033174,0.141257,-0.191800,1.143059,0.251431,1.021133,0.002235,-0.122935,-0.088480,-0.185642,56.889760,-0.141504,0.321304,56.743260,0.031293,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.471100,163.801200,128.451800,91.189980,NaN,NaN,0.000108,0.000058,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,8,0.266667,0.033333,-1269438207,6.667939,0,Walking Backwards,0.667939,0.167939,0.101137,54.320770,6.030963,-0.335245,54.221550,5.947450,-0.002276,0.994097,0.108474,-0.002276,0.994097,0.108474,0.097737,54.319270,6.018943,-0.335477,54.227160,5.871713,0,0,0,0,0.097737,54.319270,6.018943,-0.335477,54.227160,5.871713,0.101138,54.320770,6.030963,-0.335245,54.221550,5.947450,0.101138,54.320770,6.030963,-0.335245,54.221550,5.947450,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.912400,162.399700,124.309300,94.300960,NaN,NaN,0.005728,0.010943,0.000000,0.000000,0.572324,1.068262,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,9,0.300000,0.033333,-1269438207,31.562380,0,XBot Walk Neutral,0.562384,0.062384,-0.182298,56.413620,-0.140642,0.325684,57.019960,0.032298,-0.041233,0.999141,-0.004026,-0.155665,0.266862,-0.951080,-0.188300,56.448390,-0.141964,0.317954,57.028060,-0.000974,1785933915,4360978,1,1,1.145717,0.250971,0.579763,-0.031343,0.142291,-0.192159,1.139047,0.252311,1.020634,0.005090,-0.122946,-0.087737,-0.181630,56.889260,-0.140624,0.325295,56.742720,0.032295,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.475100,163.809200,128.451700,91.181280,NaN,NaN,0.000013,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,9,0.300000,0.033333,-1269438207,6.818391,0,Walking Backwards,0.818391,0.318391,0.107602,54.313760,6.044554,-0.336710,54.222640,5.961736,-0.002288,0.994030,0.109086,-0.002288,0.994030,0.109086,0.101631,54.317680,6.030559,-0.336016,54.224990,5.917013,0,0,0,0,0.101631,54.317680,6.030559,-0.336016,54.224990,5.917013,0.107602,54.313760,6.044554,-0.336710,54.222640,5.961736,0.107602,54.313760,6.044554,-0.336710,54.222640,5.961736,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.084700,162.598800,122.453000,90.917630,NaN,NaN,0.004272,0.003291,0.000000,0.000000,0.975384,1.746973,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,10,0.333333,0.033333,-1269438207,32.347950,0,XBot Walk Neutral,0.347946,0.847946,-0.178218,56.413790,-0.140175,0.329936,57.022350,0.033600,-0.041233,0.999141,-0.004026,-0.149772,0.268626,-0.951530,-0.184345,56.448560,-0.141131,0.322302,57.029590,-0.000073,1785933915,4360978,1,1,1.141761,0.251804,0.579930,-0.029521,0.144008,-0.192375,1.134928,0.252786,1.019787,0.008130,-0.122806,-0.086690,-0.177511,56.888420,-0.140148,0.329518,56.742200,0.033592,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.551100,163.804700,128.450700,91.160840,NaN,NaN,0.000111,0.000087,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,10,0.333333,0.033333,-1269438207,6.967158,0,Walking Backwards,0.967158,0.467158,0.098887,54.322010,6.098284,-0.332736,54.226410,5.965127,-0.002300,0.993962,0.109703,-0.002300,0.993962,0.109703,0.101973,54.318390,6.056565,-0.335066,54.224910,5.944155,0,0,0,0,0.101973,54.318390,6.056565,-0.335066,54.224910,5.944155,0.098887,54.322010,6.098284,-0.332736,54.226410,5.965127,0.098887,54.322010,6.098284,-0.332736,54.226410,5.965127,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.784900,162.736300,124.902000,90.778750,NaN,NaN,0.007006,0.006207,0.000000,0.000000,1.734719,0.176939,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,11,0.366667,0.033333,-1269438207,33.111070,0,XBot Walk Neutral,0.111069,0.611069,-0.173933,56.413970,-0.139715,0.334418,57.027010,0.034862,-0.041233,0.999141,-0.004026,-0.135257,0.268508,-0.953734,-0.180250,56.448730,-0.140501,0.326942,57.032340,0.000967,1785933915,4360978,1,1,1.137666,0.252433,0.580103,-0.027644,0.147025,-0.192717,1.130624,0.253251,1.018814,0.011369,-0.122623,-0.085639,-0.173207,56.887440,-0.139684,0.333980,56.741650,0.034850,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.638100,163.784200,128.449800,91.151670,NaN,NaN,0.000142,0.000074,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,11,0.366667,0.033333,-1269438207,7.114263,0,Walking Backwards,0.114263,0.614263,0.096326,54.323000,6.175912,-0.335808,54.229210,5.973575,-0.002306,0.993927,0.110014,-0.002306,0.993927,0.110014,0.099628,54.320560,6.105508,-0.334873,54.226590,5.959723,0,0,0,0,0.099628,54.320560,6.105508,-0.334873,54.226590,5.959723,0.096326,54.323000,6.175912,-0.335809,54.229210,5.973575,0.096326,54.323000,6.175912,-0.335809,54.229210,5.973575,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,118.662600,161.939200,128.272300,90.966150,NaN,NaN,0.011693,0.005555,0.000000,0.000000,1.737199,0.344350,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,12,0.400000,0.033333,-1269438207,33.858970,0,XBot Walk Neutral,0.858967,0.358967,-0.168663,56.414190,-0.138821,0.339568,57.026440,0.034460,-0.041233,0.999141,-0.004026,-0.123192,0.270725,-0.954742,-0.175717,56.448920,-0.139827,0.332223,57.034400,0.001209,1785933915,4360978,1,1,1.133134,0.253108,0.580293,-0.025432,0.149349,-0.193157,1.125306,0.254151,1.018780,0.015400,-0.122708,-0.085602,-0.167889,56.887410,-0.138784,0.339101,56.740980,0.034446,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.519000,163.790300,128.451300,91.184720,NaN,NaN,0.000170,0.000138,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,12,0.400000,0.033333,-1269438207,7.259725,0,Walking Backwards,0.259725,0.759725,0.094278,54.314940,6.203808,-0.341263,54.230610,5.974830,-0.002319,0.993858,0.110641,-0.002319,0.993858,0.110641,0.097108,54.319240,6.153824,-0.337152,54.228490,5.968337,0,0,0,0,0.097108,54.319240,6.153824,-0.337152,54.228490,5.968337,0.094278,54.314940,6.203808,-0.341263,54.230610,5.974830,0.094278,54.314940,6.203808,-0.341263,54.230610,5.974830,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,120.245500,163.152200,125.261200,90.763570,NaN,NaN,0.002019,0.006810,0.000000,0.000000,1.743272,0.564406,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,13,0.433333,0.033333,-1269438207,34.596780,0,XBot Walk Neutral,0.596779,0.096779,-0.162965,56.414420,-0.138506,0.345234,57.028290,0.034376,-0.041233,0.999141,-0.004026,-0.113369,0.270081,-0.956140,-0.170639,56.449130,-0.139236,0.337980,57.035790,0.000775,1785933915,4360978,1,1,1.128056,0.253699,0.580505,-0.022949,0.151263,-0.193522,1.119551,0.254466,1.018524,0.019753,-0.122284,-0.084984,-0.162134,56.887150,-0.138469,0.344729,56.740390,0.034361,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.468600,163.808500,128.451800,91.184040,NaN,NaN,0.000092,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,13,0.433333,0.033333,-1269438207,7.403495,0,Walking Backwards,0.403495,0.903495,0.088718,54.316370,6.208879,-0.341404,54.232390,6.004117,-0.002332,0.993787,0.111274,-0.002332,0.993787,0.111274,0.093621,54.317500,6.184382,-0.339420,54.230300,5.982161,0,0,0,0,0.093621,54.317500,6.184382,-0.339420,54.230300,5.982161,0.088718,54.316370,6.208879,-0.341404,54.232390,6.004117,0.088718,54.316370,6.208879,-0.341404,54.232390,6.004117,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.787100,164.271300,123.607400,88.693180,NaN,NaN,0.005968,0.000436,0.000000,0.000000,0.842327,1.453200,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,start-idle-flat,30,14,0.466667,0.033333,-1269438207,35.328030,0,XBot Walk Neutral,0.328033,0.828033,-0.157033,56.414670,-0.138967,0.351351,57.031770,0.034908,-0.041233,0.999141,-0.004026,-0.091735,0.268149,-0.959000,-0.165129,56.449360,-0.139050,0.344378,57.037850,0.000875,1785933915,4360978,1,1,1.122546,0.253885,0.580732,-0.020254,0.153994,-0.193849,1.113592,0.254005,1.017570,0.024180,-0.121714,-0.084252,-0.156175,56.886200,-0.138929,0.350820,56.739860,0.034893,0.000000,0.000000,0,0,Stance,Stance,0.000000,116.559700,163.803400,128.450600,91.159180,NaN,NaN,0.000131,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,none,0,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,start-idle-flat,30,14,0.466667,0.033333,-1269438207,7.545601,0,Walking Backwards,0.545601,0.045601,0.090344,54.317500,6.220752,-0.342070,54.230320,6.089141,-0.002338,0.993751,0.111593,-0.002338,0.993751,0.111593,0.091451,54.317170,6.203139,-0.340821,54.230790,6.022810,0,0,0,0,0.091451,54.317170,6.203139,-0.340821,54.230790,6.022810,0.090344,54.317500,6.220752,-0.342070,54.230320,6.089141,0.090344,54.317500,6.220752,-0.342070,54.230320,6.089141,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.919400,161.443500,123.753800,93.361420,NaN,NaN,0.004867,0.013256,0.000000,0.000000,0.159490,2.308256,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,15,0.500000,0.033333,-1269438207,35.659140,0,XBot Walk Neutral,0.659142,0.159142,-0.145254,56.415210,-0.123733,0.364211,57.115140,0.069025,-0.041233,0.999141,-0.004026,-0.130924,0.289774,-0.948098,-0.157404,56.449700,-0.133930,0.353502,57.068250,0.017018,1785933915,4360978,1,1,1.114821,0.259005,0.581072,-0.020517,0.185845,-0.192529,1.101757,0.269322,1.009491,0.033154,-0.112765,-0.054155,-0.144339,56.878120,-0.123613,0.363467,56.739010,0.068937,0.000000,0.000000,0,0,Swing,Swing,0.000000,118.314500,164.166900,127.267400,90.015510,NaN,NaN,0.002547,0.003547,0.000000,0.000000,0.644981,0.583162,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,Rumble Linebreaker Bot,walk-run-flat,30,15,0.500000,0.033333,-1269438207,7.670760,0,Walking Backwards,0.670760,0.170760,0.099729,54.317580,6.219678,-0.340702,54.220160,6.161149,-0.002352,0.993679,0.112235,-0.002352,0.993679,0.112235,0.093875,54.317330,6.213099,-0.341050,54.227810,6.072721,0,0,0,0,0.093875,54.317330,6.213099,-0.341050,54.227810,6.072721,0.099729,54.317580,6.219678,-0.340702,54.220160,6.161149,0.099729,54.317580,6.219678,-0.340702,54.220160,6.161149,0.000000,0.000000,0,0,InvalidSurface,InvalidSurface,0.000000,119.605500,162.025200,122.973200,95.032800,NaN,NaN,0.007086,0.010744,0.000000,0.000000,0.734354,1.120299,0.000000,0,0,none,1,0,0,DefaultContact
animation-contact-v1,player,walk-run-flat,30,16,0.533333,0.033333,-1269438207,35.792530,1,XBot Walk Neutral,0.792526,0.292526,-0.126626,56.415980,-0.125414,0.409001,56.431390,0.180592,-0.041233,0.999141,-0.004026,0.011633,0.999665,-0.023116,-0.145185,56.450230,-0.129105,0.409408,56.466380,0.179783,1785933915,1785933915,1,1,1.102602,0.263829,0.581596,0.548009,0.572718,0.597748,1.083059,0.267985,0.983833,0.547719,0.573859,0.871952,-0.125642,56.852460,-0.124950,0.409698,56.740580,0.180924,0.000000,0.000000,0,0,Swing,Swing,0.000000,122.844900,162.081000,124.423200,90.064540,NaN,NaN,0.011754,0.016738,0.000000,0.000000,3.749566,3.408581,0.000000,0,0,none,1,0,0,DefaultContact
