frame,time,dt,speed,gaitRate,ikWeight,leftIkWeight,rightIkWeight,pelvis,leftLocked,rightLocked,supported,supportId,supportGeneration,leftX,leftY,leftZ,rightX,rightY,rightZ,leftAnchorError,rightAnchorError,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftReason,rightReason,leftReleaseCooldown,rightReleaseCooldown
30,4.707877,0.014825,0.00119,0.99912,0.51753,1.00000,0.03506,-0.03756,1,0,1,1785933915,1,0.232084,0.079486,-0.222437,0.163802,-0.005910,0.136353,1.317582,0.000000,0.623667,-0.673453,-0.396863,0.188958,-0.832642,0.520579,Stance,Swing,0.000000,0.000000
31,4.742948,0.017495,0.00254,0.99948,0.57500,1.00000,0.15000,-0.04262,1,0,1,1785933915,1,0.194400,0.067652,-0.247639,0.190794,-0.036660,0.089602,1.295785,0.000000,0.547562,-0.687989,-0.476285,0.310233,-0.866620,0.390800,Stance,Swing,0.000000,0.000000
32,4.796268,0.020531,0.01051,0.99976,0.56388,1.00000,0.12776,-0.06020,1,0,1,1785933915,1,0.255401,0.088191,-0.191712,0.120280,0.011259,0.158494,1.289374,0.000000,0.666164,-0.678491,-0.309639,0.088434,-0.841668,0.532705,Stance,Swing,0.000000,0.000000
33,4.841812,0.024301,0.04324,0.98415,0.50000,1.00000,0.00000,-0.05246,1,0,1,1785933915,1,0.259241,0.088790,-0.182140,0.044195,0.010206,0.112475,1.307475,0.000000,0.662198,-0.693352,-0.284178,-0.129493,-0.888159,0.440914,Stance,Swing,0.000000,0.000000
34,4.880816,0.016863,0.14100,0.92976,0.50000,1.00000,0.00000,-0.03130,1,0,1,1785933915,1,0.232392,0.074719,-0.220022,-0.022317,-0.002816,-0.020626,1.273723,0.000000,0.597141,-0.709506,-0.374198,-0.293038,-0.947870,0.125183,Stance,Swing,0.000000,0.000000
35,4.924976,0.020658,0.20754,0.88073,0.50000,1.00000,0.00000,-0.01685,1,0,1,1785933915,1,0.188340,0.055928,-0.276311,-0.122323,0.023436,-0.207737,1.258137,0.000000,0.492718,-0.714301,-0.496994,-0.416103,-0.833826,-0.362758,Stance,Swing,0.000000,0.000000
36,4.959784,0.016328,0.18640,0.89011,0.50000,1.00000,0.00000,-0.00854,1,0,1,1785933915,1,0.280517,0.099093,-0.107163,0.169509,0.045756,0.193542,1.283107,0.000000,0.734820,-0.665247,-0.132237,0.284221,-0.737490,0.612639,Stance,Swing,0.000000,0.000000
37,4.995210,0.019331,0.14938,0.91477,0.50000,1.00000,0.00000,-0.00481,1,0,1,1785933915,1,0.291448,0.105122,-0.092689,0.143700,0.047261,0.211582,1.308229,0.000000,0.755580,-0.649725,-0.083406,0.186924,-0.736401,0.650210,Stance,Swing,0.000000,0.000000
38,5.029333,0.016145,0.11674,0.93845,0.57500,1.00000,0.15000,-0.01886,1,0,1,1785933915,1,0.310401,0.129418,-0.076543,0.108037,0.073702,0.223668,1.335403,0.000000,0.789310,-0.613762,-0.016901,0.012197,-0.739683,0.672845,Stance,Swing,0.000000,0.000000
39,5.067161,0.021076,0.10833,0.94718,0.57500,1.00000,0.15000,-0.03920,1,0,1,1785933915,1,0.330782,0.180838,-0.065214,0.046186,0.132344,0.171226,1.351417,0.000000,0.826929,-0.560589,0.043924,-0.317608,-0.804038,0.502641,Stance,Swing,0.000000,0.000000
40,5.101810,0.017687,0.17355,0.91421,0.57500,1.00000,0.15000,-0.05285,1,0,1,1785933915,1,0.348576,0.253413,-0.045174,0.006523,0.264443,0.039981,1.362746,0.000000,0.858666,-0.495805,0.129890,-0.757422,-0.464220,-0.459144,Stance,Swing,0.000000,0.000000
41,5.161345,0.025569,0.37450,0.85311,0.57500,1.00000,0.15000,-0.04437,1,0,1,1785933915,1,0.293964,0.086502,-0.010987,0.135006,0.004443,0.188017,1.365249,0.000000,0.767955,-0.635538,0.079609,0.168796,-0.771898,0.612929,Stance,Swing,0.000000,0.000000
42,5.194396,0.014144,0.52404,0.83558,0.57500,1.00000,0.15000,-0.03087,1,0,1,1785933915,1,0.288352,0.091622,-0.011838,0.138694,0.001159,0.154085,1.328708,0.000000,0.755565,-0.651567,0.067698,0.186296,-0.822268,0.537745,Stance,Swing,0.000000,0.000000
43,5.229531,0.019104,0.67749,0.82877,0.57500,1.00000,0.15000,-0.02460,1,0,1,1785933915,1,0.281199,0.091048,-0.008091,0.122187,0.002309,0.138918,1.326725,0.000000,0.744749,-0.659401,0.102661,0.151782,-0.850049,0.504360,Stance,Swing,0.000000,0.000000
44,5.265964,0.017347,0.86120,0.83316,0.57500,1.00000,0.15000,-0.02089,1,0,1,1785933915,1,0.268817,0.077499,0.027326,0.046604,0.011491,0.208640,1.343943,0.000000,0.715126,-0.662019,0.224333,-0.077963,-0.819265,0.568090,Stance,Swing,0.000000,0.000000
45,5.295737,0.015090,1.09922,0.84950,0.57500,1.00000,0.15000,-0.02036,1,0,1,1785933915,1,0.276133,0.092805,0.015676,0.103667,-0.008179,0.098674,1.351710,0.000000,0.731248,-0.666956,0.142988,0.106317,-0.908893,0.403251,Stance,Swing,0.000000,0.000000
46,5.327358,0.016059,1.43059,0.87853,0.57500,1.00000,0.15000,-0.01935,1,0,1,1785933915,1,0.271652,0.102357,0.025312,0.102267,0.012574,0.084784,1.343900,0.000000,0.712837,-0.666275,0.218954,0.087690,-0.904061,0.418310,Stance,Swing,0.000000,0.000000
47,5.360455,0.017732,1.84299,0.91718,0.57500,1.00000,0.15000,-0.01611,1,0,1,1785933915,1,0.236694,0.119746,0.110754,-0.080723,0.121187,0.126765,1.314443,0.000000,0.568659,-0.649380,0.504908,-0.490210,-0.786048,0.376593,Stance,Swing,0.000000,0.000000
48,5.439391,0.029366,2.61799,1.00315,0.57500,1.00000,0.15000,-0.00681,1,0,1,1785933915,1,0.275487,0.079371,-0.023884,0.103946,-0.015793,0.110512,1.253725,0.000000,0.731573,-0.665426,0.148354,0.168647,-0.875451,0.452927,Stance,Swing,0.000000,0.000000
49,5.476045,0.018227,2.84040,1.03292,0.57500,1.00000,0.15000,-0.00352,1,0,1,1785933915,1,0.281323,0.061574,0.010660,-0.105644,0.246715,0.208939,1.249310,0.000000,0.690993,-0.616103,0.378083,-0.272338,-0.522591,0.807918,Stance,Swing,0.000000,0.000000
50,5.511778,0.016925,3.01507,1.05639,0.57500,1.00000,0.15000,-0.00198,1,0,1,1785933915,1,0.288994,0.042364,0.037355,-0.111053,0.180301,-0.218661,1.235578,0.000000,0.634792,-0.528582,0.563596,-0.311286,-0.892952,0.325173,Stance,Swing,0.000000,0.000000
51,5.543801,0.016997,3.15093,1.07390,0.57500,1.00000,0.15000,-0.00114,1,0,1,1785933915,1,0.299439,0.007827,0.045521,0.168411,-0.303735,-0.041483,1.215076,0.000000,0.584215,-0.438620,0.682866,-0.015617,-0.839544,0.543067,Stance,Swing,0.000000,0.000000
52,5.576920,0.015362,3.27948,1.08948,0.57500,1.00000,0.15000,-0.00060,1,0,1,1785933915,1,0.246378,0.063510,-0.100612,0.118969,0.008164,-0.161338,1.196702,0.000000,0.737472,-0.671863,-0.068809,0.156695,-0.979118,0.129515,Stance,Swing,0.000000,0.000000
53,5.590150,0.005644,3.32509,1.09500,0.51746,1.00000,0.03493,-0.00039,1,0,1,1785933915,1,0.255507,0.119137,-0.135935,0.108010,0.099853,-0.227333,1.179072,0.000000,0.709111,-0.671566,-0.214849,0.247647,-0.953966,-0.169177,Stance,Swing,0.000000,0.000000
54,5.606776,0.005822,3.38255,1.10159,0.50295,1.00000,0.00590,-0.00028,1,0,1,1785933915,1,0.254987,0.125905,-0.138485,0.121147,0.045165,-0.093761,1.170784,0.000000,0.707058,-0.667830,-0.232534,0.233102,-0.960764,0.150320,Stance,Swing,0.000000,0.000000
55,5.629168,0.006442,3.46233,1.11007,0.52085,1.00000,0.04170,-0.00018,1,0,1,1785933915,1,0.253726,0.131777,-0.148790,0.123833,0.034585,-0.035361,1.164671,0.000000,0.703840,-0.661783,-0.258172,0.224609,-0.943112,0.245133,Stance,Swing,0.000000,0.000000
56,5.648945,0.006298,3.53846,1.11745,0.53691,1.00000,0.07382,-0.00563,1,0,1,1785933915,1,0.253966,0.135461,-0.164806,0.124378,0.025804,-0.021010,1.163849,0.000000,0.705092,-0.653465,-0.275372,0.222129,-0.946519,0.234009,Stance,Swing,0.000000,0.000000
57,5.672422,0.006956,3.63388,1.12619,0.55878,1.00000,0.11756,-0.01768,1,0,1,1785933915,1,0.254201,0.136110,-0.174289,0.125632,0.006978,0.000877,1.165355,0.000000,0.706124,-0.634536,-0.314249,0.223409,-0.957026,0.184903,Stance,Swing,0.000000,0.000000
58,5.689410,0.005981,3.70715,1.13260,0.57500,1.00000,0.15000,-0.02664,1,0,1,1785933915,1,0.256491,0.135859,-0.187841,0.127743,-0.004143,-0.021084,1.170892,0.000000,0.711882,-0.619199,-0.331386,0.230256,-0.969673,0.081956,Stance,Swing,0.000000,0.000000
59,5.706246,0.005955,3.78299,1.13908,0.57500,1.00000,0.15000,-0.03391,1,0,1,1785933915,1,0.259041,0.135338,-0.204211,0.126886,-0.013160,-0.024453,1.178730,0.000000,0.718080,-0.603740,-0.346207,0.233366,-0.971559,0.040177,Stance,Swing,0.000000,0.000000
60,5.729630,0.006955,3.87634,1.14764,0.57089,1.00000,0.14179,-0.04246,1,0,1,1785933915,1,0.260666,0.130893,-0.215197,0.127414,-0.031123,-0.003328,1.182836,0.000000,0.721284,-0.576900,-0.383322,0.242049,-0.969501,0.038479,Stance,Swing,0.000000,0.000000
61,5.747538,0.006022,3.93804,1.15369,0.51480,1.00000,0.02959,-0.04657,1,0,1,1785933915,1,0.262600,0.128438,-0.231194,0.115033,-0.029320,0.058565,1.183769,0.000000,0.726282,-0.557266,-0.402454,0.224131,-0.953679,0.200655,Stance,Swing,0.000000,0.000000
62,5.772103,0.007277,4.05066,1.16290,0.54622,1.00000,0.09245,-0.04637,1,0,1,1785933915,1,0.262147,0.127069,-0.241386,0.116670,-0.045382,0.085411,1.185344,0.000000,0.724185,-0.528570,-0.442911,0.206044,-0.932299,0.297263,Stance,Swing,0.000000,0.000000
63,5.789685,0.006463,4.16237,1.17085,0.54844,1.00000,0.09689,-0.04557,1,0,1,1785933915,1,0.259623,0.131384,-0.252489,0.120603,-0.051036,0.042686,1.195836,0.000000,0.718093,-0.521821,-0.460484,0.203659,-0.951821,0.229258,Stance,Swing,0.000000,0.000000
64,5.806403,0.005692,4.29374,1.17977,0.38766,0.68201,0.09332,-0.04662,0,0,1,1785933915,1,0.250583,0.138998,-0.263528,0.119312,-0.044073,0.015990,0.000000,0.000000,0.689701,-0.566434,-0.451072,0.194784,-0.960860,0.196996,Swing,Swing,0.108974,0.000000
65,5.827950,0.005745,4.46150,1.19204,0.20656,0.29123,0.12189,-0.05192,0,0,1,1785933915,1,0.193453,0.123037,-0.266303,0.126400,-0.035762,-0.007628,0.000000,0.000000,0.530226,-0.760293,-0.375254,0.208464,-0.966702,0.148425,Swing,Swing,0.087481,0.000000
66,5.850329,0.006452,4.56577,1.20248,0.11480,0.00000,0.22960,-0.05726,0,1,1,1785933915,1,-0.028526,0.070397,-0.250533,0.141005,-0.015490,-0.100438,0.000000,1.092600,-0.112766,-0.977059,-0.180666,0.242866,-0.967611,-0.068889,Swing,Capture,0.065808,0.000000
67,5.868978,0.006410,4.65470,1.21107,0.28472,0.00000,0.56944,-0.05652,0,1,1,1785933915,1,-0.078817,0.074069,-0.230723,0.155080,0.031350,-0.238278,0.000000,1.066144,-0.242209,-0.969502,-0.037429,0.264535,-0.867124,-0.422038,Swing,Stance,0.047117,0.000000
68,5.890008,0.006266,4.70551,1.21827,0.47721,0.00000,0.95443,-0.05092,0,1,1,1785933915,1,-0.091335,0.067823,-0.189734,0.157488,0.072236,-0.315991,0.000000,1.028762,-0.257146,-0.960691,0.104639,0.246055,-0.732565,-0.634670,Swing,Stance,0.025943,0.000000
69,5.906420,0.006246,4.71736,1.22185,0.52624,0.05248,1.00000,-0.04512,0,1,1,1785933915,1,-0.073325,0.056187,-0.163124,0.160686,0.082130,-0.331541,0.000000,0.986124,-0.205506,-0.963970,0.168906,0.235286,-0.694033,-0.680410,Swing,Stance,0.009512,0.000000
70,5.929310,0.006207,4.72440,1.22564,0.57439,0.14878,1.00000,-0.04562,0,1,1,1785933915,1,0.016051,0.050767,-0.162351,0.160908,0.093399,-0.332103,0.000000,0.951556,0.044455,-0.995925,0.078470,0.236090,-0.687110,-0.687126,Swing,Stance,0.000000,0.000000
71,5.947300,0.006389,4.73102,1.22807,0.57500,0.15000,1.00000,-0.04953,0,1,1,1785933915,1,0.046488,0.040687,-0.166537,0.164451,0.097438,-0.351412,0.000000,0.933967,0.140816,-0.989468,0.033517,0.239341,-0.663190,-0.709151,Swing,Stance,0.000000,0.000000
72,5.972810,0.006829,4.72375,1.22956,0.57500,0.15000,1.00000,-0.05127,0,1,1,1785933915,1,0.056756,0.010586,-0.121177,0.165078,0.102575,-0.344749,0.000000,0.903713,0.190919,-0.981386,0.020776,0.244119,-0.654872,-0.715227,Swing,Stance,0.000000,0.000000
73,5.989371,0.007054,4.76848,1.23240,0.57500,0.15000,1.00000,-0.04994,0,1,1,1785933915,1,0.063078,0.001399,-0.125884,0.171250,0.105120,-0.378380,0.000000,0.890456,0.215345,-0.976414,0.015541,0.251078,-0.624291,-0.739744,Swing,Stance,0.000000,0.000000
74,6.007745,0.006817,4.86463,1.23788,0.57500,0.15000,1.00000,-0.04819,0,1,1,1785933915,1,0.071547,-0.009647,-0.100357,0.174770,0.111517,-0.383485,0.000000,0.883889,0.248035,-0.968696,0.010310,0.259911,-0.599454,-0.757035,Swing,Stance,0.000000,0.000000
75,6.030600,0.006153,5.02483,1.24752,0.57500,0.15000,1.00000,-0.04620,0,1,1,1785933915,1,0.079473,-0.022037,-0.075764,0.176888,0.117993,-0.382562,0.000000,0.881557,0.278545,-0.959651,0.038515,0.268692,-0.565143,-0.780012,Swing,Stance,0.000000,0.000000
76,6.047552,0.005961,5.12760,1.25465,0.57500,0.15000,1.00000,-0.04186,0,1,1,1785933915,1,0.082115,-0.028903,-0.085928,0.182944,0.120671,-0.404477,0.000000,0.881287,0.285949,-0.957286,0.042864,0.275376,-0.526754,-0.804176,Swing,Stance,0.000000,0.000000
77,6.070935,0.006279,5.13808,1.25709,0.52948,0.15000,0.90896,-0.03827,0,0,1,1785933915,1,0.074876,-0.017735,-0.082726,0.110302,0.151795,-0.333703,0.000000,0.000000,0.264362,-0.964056,0.026628,0.331878,-0.758854,-0.560355,Swing,SupportSwap,0.000000,0.120000
78,6.089182,0.006725,4.97066,1.24660,0.36765,0.15000,0.58530,-0.03445,0,0,1,1785933915,1,0.071510,-0.009384,-0.094250,0.084952,0.161508,-0.284053,0.000000,0.000000,0.251312,-0.967604,0.024169,0.324978,-0.884938,-0.333579,Swing,Swing,0.000000,0.102199
79,6.107804,0.005749,4.73505,1.23068,0.18949,0.15000,0.22898,-0.02840,0,0,1,1785933915,1,0.066218,0.000522,-0.114390,0.092290,0.126166,-0.302894,0.000000,0.000000,0.236443,-0.971487,0.017542,0.265453,-0.874303,-0.406361,Swing,Swing,0.000000,0.082601
80,6.132107,0.007120,4.45518,1.21100,0.15000,0.15000,0.15000,-0.02279,0,0,1,1785933915,1,0.062135,0.020278,-0.135287,0.099577,0.099344,-0.254131,0.000000,0.000000,0.222087,-0.973085,-0.061509,0.240189,-0.929237,-0.280763,Swing,Swing,0.000000,0.059668
81,6.155403,0.008670,4.27612,1.19794,0.15000,0.15000,0.15000,-0.02245,0,0,1,1785933915,1,0.063652,0.031904,-0.158787,0.111499,0.094579,-0.222298,0.000000,0.000000,0.220466,-0.964080,-0.148139,0.262869,-0.952866,-0.151479,Swing,Swing,0.000000,0.037923
82,6.169798,0.006245,4.23977,1.19407,0.12633,0.15000,0.10266,-0.02416,0,0,1,1785933915,1,0.066531,0.033807,-0.185219,0.114667,0.081572,-0.224995,0.000000,0.000000,0.222952,-0.955568,-0.192828,0.258924,-0.952289,-0.161570,Swing,Swing,0.000000,0.021103
83,6.185753,0.005252,4.26880,1.19344,0.14498,0.14350,0.14647,-0.03042,0,0,1,1785933915,1,0.068894,0.042351,-0.201709,0.119421,0.025188,-0.109009,0.000000,0.000000,0.225922,-0.939478,-0.257568,0.224201,-0.970737,0.086045,Swing,Swing,0.000000,0.004154
84,6.206363,0.005367,4.38524,1.19755,0.33306,0.51612,0.15000,-0.04034,1,0,1,1785933915,1,0.180764,0.163801,-0.302808,0.121161,0.016444,-0.087033,2.047917,0.000000,0.517101,-0.650938,-0.555775,0.220500,-0.971813,0.083426,Stance,Swing,0.000000,0.000000
85,6.226598,0.005369,4.54988,1.20569,0.51700,0.88401,0.15000,-0.04858,1,0,1,1785933915,1,0.218233,0.219299,-0.334459,0.121785,0.002447,-0.070669,2.034420,0.000000,0.618769,-0.458362,-0.637989,0.218741,-0.974082,0.057587,Stance,Swing,0.000000,0.000000
86,6.250791,0.006172,4.73656,1.21750,0.57500,1.00000,0.15000,-0.05275,1,0,1,1785933915,1,0.219804,0.216056,-0.339173,0.120621,-0.018795,-0.043097,2.018899,0.000000,0.633117,-0.410764,-0.656076,0.218108,-0.975530,0.027739,Stance,Swing,0.000000,0.000000
87,6.269042,0.006420,4.82994,1.22557,0.57500,1.00000,0.15000,-0.05404,1,0,1,1785933915,1,0.221530,0.211576,-0.347862,0.119409,-0.031211,-0.041331,2.007562,0.000000,0.637338,-0.399084,-0.659191,0.221413,-0.975047,-0.016112,Stance,Swing,0.000000,0.000000
88,6.287434,0.006421,4.91224,1.23338,0.57500,1.00000,0.15000,-0.05544,1,0,1,1785933915,1,0.222573,0.205951,-0.358574,0.119781,-0.042072,-0.050194,1.990510,0.000000,0.640095,-0.385731,-0.664447,0.227717,-0.972437,-0.050104,Stance,Swing,0.000000,0.000000
89,6.310233,0.006067,5.01442,1.24307,0.57500,1.00000,0.15000,-0.05583,1,0,1,1785933915,1,0.221701,0.196340,-0.353309,0.123198,-0.059073,-0.042175,1.966512,0.000000,0.636154,-0.366671,-0.678867,0.222889,-0.974843,0.001193,Stance,Swing,0.000000,0.000000
90,6.329358,0.006736,5.08850,1.25065,0.57500,1.00000,0.15000,-0.05778,1,0,1,1785933915,1,0.220806,0.195906,-0.359612,0.121861,-0.058938,-0.063299,1.972967,0.000000,0.634581,-0.367815,-0.679720,0.207547,-0.978218,-0.003785,Stance,Swing,0.000000,0.000000
